item_id	title	genres	director	producer	actors	release_date	release_month	country	duration	age_rating	imdb_rating	imdb_num_reviews	n_ratings	description	n_ratings_kid	n_ratings_teenager	n_ratings_young_adult	n_ratings_adult	n_ratings_senior	n_ratings_male	n_ratings_female	storyline	genres_list	directors_list	producers_list	actors_list
633	Christmas Carol, A (1938)	Drama	Robert Zemeckis	Charles Dickens and Robert Zemeckis	Jim Carrey, Gary Oldman, Colin Firth, Steve Valentine, Daryl Sabara, Sage Ryan, Amber Gainey Meade, Ryan Ochoa, Bobbi Page, Ron Bottitta, Samantha Hanratty, Julian Holloway, Cary Elwes, Robin Wright, Bob Hoskins, Jacquie Barnbrook, Lesley Manville, and Molly C. Quinn	2009	11	United Kingdom	1h 36min	PG	6.8	107K	69	An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.	0	7	19	43	0	44	25	An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions. Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption. —Jim Beaver	['Drama']	['Robert Zemeckis']	['Charles Dickens', 'Robert Zemeckis']	['Jim Carrey', 'Gary Oldman', 'Colin Firth', 'Steve Valentine', 'Daryl Sabara', 'Sage Ryan', 'Amber Gainey Meade', 'Ryan Ochoa', 'Bobbi Page', 'Ron Bottitta', 'Samantha Hanratty', 'Julian Holloway', 'Cary Elwes', 'Robin Wright', 'Bob Hoskins', 'Jacquie Barnbrook', 'Lesley Manville', 'Molly C. Quinn']
738	Threesome (1994)	Comedy and Romance	Andrew Fleming	Andrew Fleming	Lara Flynn Boyle, Josh Charles, Stephen Baldwin, Alexis Arquette, Martha Gehman, Mark Arnold, Michele Matheson, Joanne Baron, Jennifer Lawler, Jack Breschard, Jillian Johns, Amy Ferioli, Jason Workman, Katherine Kousi, Kathleen Beaton, Anna Marie ODonnell, Mike Breyer, and Michael Haboush	1994	10	United Kingdom	1h 33min	R	6.3	13K	31	A girl named Alex is by mistake housed with 2 guys, Stuart and Eddy, in a college dorm suite. After initial problems they become friends. Stuart has the hots for Alex, Alex for Eddy and Eddy for Stuart. Can it work?	0	1	24	6	0	24	7	A girl named Alex is by mistake housed with 2 guys, Stuart and Eddy, in a college dorm suite. After initial problems they become friends. Stuart has the hots for Alex, Alex for Eddy and Eddy for Stuart. Can it work? Eddy and Stuart share two-thirds of a dormitory suite. Due to bureaucratic error, a woman named Alex is added to their room. At first, relations among the three are tense. Soon, however, Alex falls for Eddy, and Stuart lusts after Alex. Eddy comes to realize not only that he's gay, but that he's attracted to Stuart. The three pledge not to act on any romantic (or lustful) feelings with each other, and become close friends . . . while bottling up a lot of sexual tension. —James Meek	['Comedy', 'Romance']	['Andrew Fleming']	['Andrew Fleming']	['Lara Flynn Boyle', 'Josh Charles', 'Stephen Baldwin', 'Alexis Arquette', 'Martha Gehman', 'Mark Arnold', 'Michele Matheson', 'Joanne Baron', 'Jennifer Lawler', 'Jack Breschard', 'Jillian Johns', 'Amy Ferioli', 'Jason Workman', 'Katherine Kousi', 'Kathleen Beaton', 'Anna Marie ODonnell', 'Mike Breyer', 'Michael Haboush']
680	Kull the Conqueror (1997)	Action and Adventure	John Nicolella	Robert E. Howard and Charles Edward Pogue	Kevin Sorbo, Tia Carrere, Thomas Ian Griffith, Litefoot, Roy Brocksmith, Harvey Fierstein, Karina Lombard, Edward Tudor-Pole, Douglas Henshall, Joe Shaw, Sven-Ole Thorsen, Terry ONeill, Pat Roach, John Hallam, Peter Petruna, Boris Bacik, Paul Kynman, and Paul Weston	1997	09	United Kingdom	1h 35min	PG-13	4.9	8.1K	34	A barbarian warrior becomes a king when he defeats a king in armed combat and the king's heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress.	0	5	18	11	0	27	7	A barbarian warrior becomes a king when he defeats a king in armed combat and the king's heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress. A barbarian named Kull unexpectedly becomes a king after an old king (whom Kull has just killed in a battle) gives his crown to him. But direct heirs of a killed king, trying to topple Kull and regain the throne, bring an old witch-queen Akivasha back to life. Their plan backfires, however, as Akivasha is going to allow their lords - demons - to rule the kingdom. The only thing that can stop her now is a breath of the god Volka. —Boris Shafir	['Action', 'Adventure']	['John Nicolella']	['Robert E. Howard', 'Charles Edward Pogue']	['Kevin Sorbo', 'Tia Carrere', 'Thomas Ian Griffith', 'Litefoot', 'Roy Brocksmith', 'Harvey Fierstein', 'Karina Lombard', 'Edward Tudor-Pole', 'Douglas Henshall', 'Joe Shaw', 'Sven-Ole Thorsen', 'Terry ONeill', 'Pat Roach', 'John Hallam', 'Peter Petruna', 'Boris Bacik', 'Paul Kynman', 'Paul Weston']
782	Little Odessa (1994)	Drama	James Gray	James Gray	Tim Roth, Edward Furlong, Moira Kelly, Vanessa Redgrave, Paul Guilfoyle, Natalya Andreychenko, Maximilian Schell, David Vadim, Mina Bern, Boris McGiver, Mohammad Ghaffari, Michael Khmurov, Dmitry Preyers, David Ross, Ron Brice, Jace Kent, Marianna Lead, and Gene Ruffini	1994	05	United Kingdom	1h 38min	R	6.7	7.9K	10	Early 1990s drama about a family of Soviet Jews living in Brooklyn's Brighton Beach ocean-side neighborhood nicknamed Little Odessa.	0	1	2	7	0	6	4	"Early 1990s drama about a family of Soviet Jews living in Brooklyn's Brighton Beach ocean-side neighborhood nicknamed Little Odessa. This film tells a bitter tale of a dysfunctional family. Joshua, a cold-blooded professional killer, returns to his Brighton Beach boyhood home for a ""job."" He knows it will be difficult to return to the Russian-immigrant community of his youth--in his eyes, we see anticipation of the inevitable emotional pain and psychic turmoil that seeing his forsaken family and estranged companions will bring him. To do his job, and try to maintain some semblence of sanity, he has had to wall off his humanity from even himself. Seeing his kid brother, who adores him, talking with his dying mother, who still loves him, and yes, arguing with his abusive father, begins to wreak havoc with his personal defenses. As his steely demeanor begins to dissolve, we are shown the soul of a hit-man crumbling away, piece by piece. Finally, all that he now allows himself to admit that he loves is agonizingly torn away from him and he is left with the ultimate punishment for his transgressions. —Tad Dibbern"	['Drama']	['James Gray']	['James Gray']	['Tim Roth', 'Edward Furlong', 'Moira Kelly', 'Vanessa Redgrave', 'Paul Guilfoyle', 'Natalya Andreychenko', 'Maximilian Schell', 'David Vadim', 'Mina Bern', 'Boris McGiver', 'Mohammad Ghaffari', 'Michael Khmurov', 'Dmitry Preyers', 'David Ross', 'Ron Brice', 'Jace Kent', 'Marianna Lead', 'Gene Ruffini']
490	To Catch a Thief (1955)	Comedy, Romance, and Thriller	Alfred Hitchcock	John Michael Hayes, David Dodge, and Alec Coppel	Cary Grant, Grace Kelly, Jessie Royce Landis, John Williams, Charles Vanel, Brigitte Auber, Jean Martinelli, Georgette Anys, George Adrian, John Alderson, Martha Bamattre, René Blancard, Eugene Borden, Nina Borget, George Boyce, John Breen, Margaret Brewster, and Ralph Brooks	1955	08	United States	1h 46min	PG	7.4	69K	50	A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.	0	0	13	37	0	38	12	A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation. American expatriate John Robie, living in high style on the Riviera, is a retired cat burglar. He must find out who a copycat is to keep a new wave of jewel thefts from being pinned on him. High on the list of prime victims is Jessie Stevens, in Europe to help daughter Frances find a suitable husband. —Dale O'Connor	['Comedy', 'Romance', 'Thriller']	['Alfred Hitchcock']	['John Michael Hayes', 'David Dodge', 'Alec Coppel']	['Cary Grant', 'Grace Kelly', 'Jessie Royce Landis', 'John Williams', 'Charles Vanel', 'Brigitte Auber', 'Jean Martinelli', 'Georgette Anys', 'George Adrian', 'John Alderson', 'Martha Bamattre', 'René Blancard', 'Eugene Borden', 'Nina Borget', 'George Boyce', 'John Breen', 'Margaret Brewster', 'Ralph Brooks']
1297	Love Affair (1994)	Drama and Romance	Glenn Gordon Caron	Mildred Cram, Leo McCarey, and Delmer Daves	Warren Beatty, Annette Bening, Katharine Hepburn, Garry Shandling, Chloe Webb, Pierce Brosnan, Kate Capshaw, Paul Mazursky, Brenda Vaccaro, Glenn Shadix, Barry Miller, Harold Ramis, Linda Wallem, Meagen Fay, Ray Girardin, John Hostetter, Elya Baskin, and Boris Lee Krutonog	1994	10	United States	1h 48min	PG-13	6.0	4.7K	12	Two people meet on a flight to Sydney. Although both are engaged to others, they fall in love during their evacuation after a forced landing, and agree to meet in New York City three months later if the attraction lasts.	0	0	4	8	0	5	7	Two people meet on a flight to Sydney. Although both are engaged to others, they fall in love during their evacuation after a forced landing, and agree to meet in New York City three months later if the attraction lasts. Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. Both engaged to others, they become romantically attached on board the ship sent to take the passengers to a larger island. They agree to meet in New York City three months later to see if the attraction is real. One shows up, the other doesn't, but they run into each other afterwards. —Ron Kerrigan	['Drama', 'Romance']	['Glenn Gordon Caron']	['Mildred Cram', 'Leo McCarey', 'Delmer Daves']	['Warren Beatty', 'Annette Bening', 'Katharine Hepburn', 'Garry Shandling', 'Chloe Webb', 'Pierce Brosnan', 'Kate Capshaw', 'Paul Mazursky', 'Brenda Vaccaro', 'Glenn Shadix', 'Barry Miller', 'Harold Ramis', 'Linda Wallem', 'Meagen Fay', 'Ray Girardin', 'John Hostetter', 'Elya Baskin', 'Boris Lee Krutonog']
709	Strictly Ballroom (1992)	Comedy and Romance	Baz Luhrmann	Baz Luhrmann, Andrew Bovell, and Craig Pearce	Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides, Peter Whitford, Barry Otto, John Hannan, Sonia Kruger, Kris McQuade, Pip Mushin, Leonie Page, Antonio Vargas, Armonia Benedito, Jack Webster, Lauren Hewett, Steve Grace, and Paul Bertram	1992	10	United Kingdom	1h 34min	PG	7.2	26K	104	A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.	0	5	41	57	1	67	37	"A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner. Scott Hastings is a champion caliber ballroom dancer, but much to the chagrin of the Australian ballroom dance community, Scott believes in dancing ""his own steps"". Fran is a beginning dancer and a bit of an ugly duckly who has the audacity to ask to be Scott's partner after his unorthodox style causes his regular partner to dance out of his life. Together, these two misfits try to win the Australian Pan Pacific Championships and show the Ballroom Confederation that they are wrong when they say, ""there are no new steps!"" —Rowena Young"	['Comedy', 'Romance']	['Baz Luhrmann']	['Baz Luhrmann', 'Andrew Bovell', 'Craig Pearce']	['Paul Mercurio', 'Tara Morice', 'Bill Hunter', 'Pat Thomson', 'Gia Carides', 'Peter Whitford', 'Barry Otto', 'John Hannan', 'Sonia Kruger', 'Kris McQuade', 'Pip Mushin', 'Leonie Page', 'Antonio Vargas', 'Armonia Benedito', 'Jack Webster', 'Lauren Hewett', 'Steve Grace', 'Paul Bertram']
348	Desperate Measures (1998)	Crime, Drama, and Thriller	Barbet Schroeder	David Klass	Michael Keaton, Andy Garcia, Brian Cox, Marcia Gay Harden, Erik King, Efrain Figueroa, Joseph Cross, Janel Moloney, Richard Riehle, Tracey Walter, Peter Weireter, Keith Diamond, Steve Park, Steven Schub, Neal Matarazzo, Dennis Cockrum, Charles Noland, and Randy Thompson	1998	02	United Kingdom	1h 40min	R	6.1	17K	27	Frank Conner is an honest police officer who desperately needs to save his son's life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior.	0	4	10	12	1	19	8	Frank Conner is an honest police officer who desperately needs to save his son's life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior. San Francisco police officer Frank Connor is in a frantic search for a compatible bone marrow donor for his gravely ill son. There's only one catch: the potential donor is convicted multiple murderer Peter McCabe who sees a trip to the hospital as the perfect opportunity to get what he wants most: freedom. With McCabe's escape, the entire hospital becomes a battleground and Connor must pursue and, ironically, protect the deadly fugitive who is his son's only hope for survival. —Sony Pictures (with permission)	['Crime', 'Drama', 'Thriller']	['Barbet Schroeder']	['David Klass']	['Michael Keaton', 'Andy Garcia', 'Brian Cox', 'Marcia Gay Harden', 'Erik King', 'Efrain Figueroa', 'Joseph Cross', 'Janel Moloney', 'Richard Riehle', 'Tracey Walter', 'Peter Weireter', 'Keith Diamond', 'Steve Park', 'Steven Schub', 'Neal Matarazzo', 'Dennis Cockrum', 'Charles Noland', 'Randy Thompson']
1438	Panther (1995)	Drama	Mario Van Peebles	Melvin Van Peebles	Kadeem Hardison, Bokeem Woodbine, Joe Don Baker, Courtney B. Vance, Tyrin Turner, Marcus Chong, Anthony Griffith, Bobby Brown, Angela Bassett, Nefertiti, James Russo, Jenifer Lewis, Chris Rock, Roger Guenveur Smith, Michael Wincott, Richard Dysart, M. Emmet Walsh, and Wesley Jonathan	1995	11	United Kingdom	2h 4min	R	6.4	2.5K	5	A dramatized account of the story of The Black Panther Party of Self-Defense.	0	0	3	2	0	3	2	A dramatized account of the story of The Black Panther Party of Self-Defense. Panther is a semi-historic film about the origins of The Black Panther Party for Self-Defense. The movie spans about 3 years (1966-68) of the Black Panther's history in Oakland. Panther also uses historical footage (B/W) to emphasize some points. —Qawi Robinson	['Drama']	['Mario Van Peebles']	['Melvin Van Peebles']	['Kadeem Hardison', 'Bokeem Woodbine', 'Joe Don Baker', 'Courtney B. Vance', 'Tyrin Turner', 'Marcus Chong', 'Anthony Griffith', 'Bobby Brown', 'Angela Bassett', 'Nefertiti', 'James Russo', 'Jenifer Lewis', 'Chris Rock', 'Roger Guenveur Smith', 'Michael Wincott', 'Richard Dysart', 'M. Emmet Walsh', 'Wesley Jonathan']
1145	Blue Chips (1994)	Drama	William Friedkin	Ron Shelton	Nick Nolte, Mary McDonnell, J.T. Walsh, Ed ONeill, Alfre Woodard, Bob Cousy, Shaquille ONeal, Penny Hardaway, Matt Nover, Cylk Cozart, Anthony C. Hall, Kevin Benton, Bill Cross, Marques Johnson, Robert Wuhl, Bobby Knight, Rick Pitino, and George Raveling	1994	02	United States	1h 48min	PG-13	6.2	13K	9	A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.	0	2	5	2	0	7	2	A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive. Pete Bell, a college basketball coach is under a lot of pressure. His team isn't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around. —Rob Hartill	['Drama']	['William Friedkin']	['Ron Shelton']	['Nick Nolte', 'Mary McDonnell', 'J.T. Walsh', 'Ed ONeill', 'Alfre Woodard', 'Bob Cousy', 'Shaquille ONeal', 'Penny Hardaway', 'Matt Nover', 'Cylk Cozart', 'Anthony C. Hall', 'Kevin Benton', 'Bill Cross', 'Marques Johnson', 'Robert Wuhl', 'Bobby Knight', 'Rick Pitino', 'George Raveling']
1219	Goofy Movie, A (1995)	Animation, Children's, Comedy, and Romance	Kevin Lima	Jymn Magon, Chris Matheson, and Brian Pimental	Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin, Rob Paulsen, Wallace Shawn, Jenna von Oÿ, Frank Welker, Kevin Lima, Florence Stanley, Jo Anne Worley, Brittany Alyse Smith, Robyn Richards, Julie Brown, Klee Bragger, Joey Lawrence, Pat Buttram, and Wayne Allwine	1995	10	United Kingdom	1h 18min	G	6.9	50K	20	When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy.	1	5	6	8	0	15	5	When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy. It's the last day of school, and Max wants to catch the eye of Roxanne, one of the more attractive girls in school. But how can you be cool when your dad's Goofy? Stage an impromptu concert at the final assembly, that's how. Or at least it sounded good until Principal Mazur found out. Goofy finds out about his son's antics (sort of), and decides a fishing trip, like his dad took him on, is the solution. Of course, he doesn't know that Max finally lands a date with Roxanne for a party thrown by the class valedictorian. Through the movie, Goofy tries to bring Max out of his shell, while Max resents being taken away, and lying to Roxanne about the trip (he tells her he and his dad will be appearing on TV at the PowerLine concert in LA). Will Max sink or swim? Will Goofy goof up his son's first shot at romance? Will Bigfoot step back? And what about those nuns? —Joe Sewell	"['Animation', ""Children's"", 'Comedy', 'Romance']"	['Kevin Lima']	['Jymn Magon', 'Chris Matheson', 'Brian Pimental']	['Bill Farmer', 'Jason Marsden', 'Jim Cummings', 'Kellie Martin', 'Rob Paulsen', 'Wallace Shawn', 'Jenna von Oÿ', 'Frank Welker', 'Kevin Lima', 'Florence Stanley', 'Jo Anne Worley', 'Brittany Alyse Smith', 'Robyn Richards', 'Julie Brown', 'Klee Bragger', 'Joey Lawrence', 'Pat Buttram', 'Wayne Allwine']
227	Star Trek VI: The Undiscovered Country (1991)	Action, Adventure, and Sci-Fi	Nicholas Meyer	Gene Roddenberry, Leonard Nimoy, and Lawrence Konner	William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, Walter Koenig, Nichelle Nichols, George Takei, Kim Cattrall, Mark Lenard, Grace Lee Whitney, Brock Peters, Leon Russom, Kurtwood Smith, Christopher Plummer, Rosanna DeSoto, David Warner, John Schuck, and Michael Dorn	1991	02	United Kingdom	1h 50min	PG	7.2	73K	161	On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.	0	11	78	72	0	138	23	On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace. After an explosion on their moon, the Klingons have an estimated 50 years before their ozone layer is completely depleted, and they all die. They have only one choice - to make peace with the Federation, which will mean an end to 70 years of conflict. Captain James T. Kirk and crew are called upon to help in the negotiations because of their experience with the Klingons. Peace talks don't quite proceed, and Kirk and McCoy are convicted of assassinating the Klingon High Chancellor, and imprisoned on Rura Penthe, a snowy hard-labor prison camp. Will they manage to escape? And will there ever be peace with the Klingons? —Colin Tinto	['Action', 'Adventure', 'Sci-Fi']	['Nicholas Meyer']	['Gene Roddenberry', 'Leonard Nimoy', 'Lawrence Konner']	['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'Walter Koenig', 'Nichelle Nichols', 'George Takei', 'Kim Cattrall', 'Mark Lenard', 'Grace Lee Whitney', 'Brock Peters', 'Leon Russom', 'Kurtwood Smith', 'Christopher Plummer', 'Rosanna DeSoto', 'David Warner', 'John Schuck', 'Michael Dorn']
1400	Picture Bride (1995)	Drama and Romance	Kayo Hatta	Kayo Hatta, Mari Hatta, and Diane Mei Lin Mark	Yûki Kudô, Akira Takayama, Cary-Hiroyuki Tagawa, Tamlyn Tomita, Yôko Sugi, Christianne Mays, Toshirô Mifune, Michael Ashby, James Grant Benton, Glenn Cannon, Lito Capina, Peter Clark, Warren Fabro, Michael Hasegawa, Kyle Kakuno, Moe Keale, Kati Kuroda, and Jessica Louie	1994	01	United Kingdom	1h 34min	PG-13	6.6	1.1K	10	Riyo marries a man more than twice her age. She is devastated and labors in the sugar cane field. At the end she is able to love her husband.	0	0	4	6	0	7	3	Riyo marries a man more than twice her age. She is devastated and labors in the sugar cane field. At the end she is able to love her husband. The story of 16-year-old Riyo who journeys to Hawaii in 1918 to marry a man she has never met, except through photographs and letters they have exchanged. Hoping to escape a troubled past and to start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age and Hawaii is not the paradise she expected. As Riyo comes to terms with her new home, she discovers a land full of hardship, struggle--and unexpected joy. —	['Drama', 'Romance']	['Kayo Hatta']	['Kayo Hatta', 'Mari Hatta', 'Diane Mei Lin Mark']	['Yûki Kudô', 'Akira Takayama', 'Cary-Hiroyuki Tagawa', 'Tamlyn Tomita', 'Yôko Sugi', 'Christianne Mays', 'Toshirô Mifune', 'Michael Ashby', 'James Grant Benton', 'Glenn Cannon', 'Lito Capina', 'Peter Clark', 'Warren Fabro', 'Michael Hasegawa', 'Kyle Kakuno', 'Moe Keale', 'Kati Kuroda', 'Jessica Louie']
103	All Dogs Go to Heaven 2 (1996)	Animation, Children's, and Musical	Larry Leker and Paul Sabella	Arne Olsen, Kelly Ward, and Mark Young	Charlie Sheen, Sheena Easton, Dom DeLuise, Ernest Borgnine, Bebe Neuwirth, Hamilton Camp, Steve Mackall, Dan Castellaneta, Tony Jay, Jim Cummings, Wallace Shawn, George Hearn, Adam Wylie, Kevin Michael Richardson, Pat Corley, Marabina Jaimes, Bobby Di Cicco, and Annette Helde	1996	07	United Kingdom	1h 22min	G	5.6	5.9K	15	Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.	0	0	8	7	0	11	4	Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home. Charlie and Itchy have to return to Earth to find Gabriel's Horn, but along the way they meet up with a young boy named David who ran away from home. And a beautiful Irish setter named Sasha LaFleur sets them straight. But time is running out, and if Charlie is going to secure Gabriel's Horn, he will have to prove himself worthy of his wings by taking on two incredible villains in a hair-raising, breathtaking race to the finish. —Anthony Pereyra {hypersonic91@yahoo.com}	"['Animation', ""Children's"", 'Musical']"	['Larry Leker', 'Paul Sabella']	['Arne Olsen', 'Kelly Ward', 'Mark Young']	['Charlie Sheen', 'Sheena Easton', 'Dom DeLuise', 'Ernest Borgnine', 'Bebe Neuwirth', 'Hamilton Camp', 'Steve Mackall', 'Dan Castellaneta', 'Tony Jay', 'Jim Cummings', 'Wallace Shawn', 'George Hearn', 'Adam Wylie', 'Kevin Michael Richardson', 'Pat Corley', 'Marabina Jaimes', 'Bobby Di Cicco', 'Annette Helde']
470	Tombstone (1993)	Western	George P. Cosmatos and Kevin Jarre	Kevin Jarre	Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton, Powers Boothe, Michael Biehn, Charlton Heston, Jason Priestley, Jon Tenney, Stephen Lang, Thomas Haden Church, Dana Delany, Paula Malcomson, Lisa Collins, Dana Wheeler-Nicholson, Joanna Pacula, Michael Rooker, and Harry Carey Jr.	1993	01	United Kingdom	2h 10min	R	7.8	137K	108	A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.	0	13	50	45	0	86	22	A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating. After success cleaning up Dodge City, Wyatt Earp moves to Tombstone, Arizona, and wishes to get rich in obscurity. He meets his brothers there, as well as his old friend Doc Holliday. A band of outlaws that call themselves The Cowboys are causing problems in the region with various acts of random violence, and inevitably come into confrontation with Holliday and the Earps, which leads to a shoot-out at the O.K. Corral. —Ed Sutton	['Western']	['George P. Cosmatos', 'Kevin Jarre']	['Kevin Jarre']	['Kurt Russell', 'Val Kilmer', 'Sam Elliott', 'Bill Paxton', 'Powers Boothe', 'Michael Biehn', 'Charlton Heston', 'Jason Priestley', 'Jon Tenney', 'Stephen Lang', 'Thomas Haden Church', 'Dana Delany', 'Paula Malcomson', 'Lisa Collins', 'Dana Wheeler-Nicholson', 'Joanna Pacula', 'Michael Rooker', 'Harry Carey Jr.']
242	Kolya (1996)	Comedy	Jan Sverák	Pavel Taussig and Zdenek Sverák	Zdenek Sverák, Andrey Khalimon, Libuse Safránková, Ondrej Vetchý, Stella Zázvorková, Ladislav Smoljak, Irina Bezrukova, Silvia Suvadová, Liliyan Malkina, Karel Hermánek, Petra Spalková, Nela Boudová, René Pribil, Miroslav Táborský, Slávka Budínová, Jirí Sovák, Lubomir Pisa, and F.X. Thuri	1996	05	United Kingdom	1h 45min	PG-13	7.8	15K	117	A confirmed bachelor is in for the surprise of his life when a get-rich-quick scheme backfires and leaves him with a pint-sized new roommate.	1	8	40	63	5	83	34	A confirmed bachelor is in for the surprise of his life when a get-rich-quick scheme backfires and leaves him with a pint-sized new roommate. Franta Louka is a concert cellist in Soviet-occupied Czechoslovakia, a confirmed bachelor and a lady's man. Having lost his place in the state orchestra, he must make ends meet by playing at funerals and painting tombstones. But he has run up a large debt, and when his friend, the grave-digger Mr. Broz, suggests a scheme for making a lot of money by marrying a Russian woman so that she can get her Czech papers, he reluctantly agrees. She takes advantage of the situation to emigrate to West Germany, to her lover; and leaves her five-year-old son with his grandmother; when the grandmother dies, Kolya must come and live with his stepfather - Louka. —Gary Dickerson	['Comedy']	['Jan Sverák']	['Pavel Taussig', 'Zdenek Sverák']	['Zdenek Sverák', 'Andrey Khalimon', 'Libuse Safránková', 'Ondrej Vetchý', 'Stella Zázvorková', 'Ladislav Smoljak', 'Irina Bezrukova', 'Silvia Suvadová', 'Liliyan Malkina', 'Karel Hermánek', 'Petra Spalková', 'Nela Boudová', 'René Pribil', 'Miroslav Táborský', 'Slávka Budínová', 'Jirí Sovák', 'Lubomir Pisa', 'F.X. Thuri']
1597	Romper Stomper (1992)	Action and Drama	Geoffrey Wright	Geoffrey Wright	Russell Crowe, Daniel Pollock, Jacqueline McKenzie, Alex Scott, Leigh Russell, Dan Wyllie, James McKenna, Eric Mueck, Frank Magree, Chris McLean, Josephine Keen, Samantha Bladon, Tony Le Nguyen, John Brumpton, Don Bridges, Janei Anderson, Stephen Hall, and Tri Phan	1992	02	United Kingdom	1h 34min	R	6.8	39K	5	A group of skinheads become alarmed at the way their neighbourhood is changing.	0	1	3	1	0	5	0	A group of skinheads become alarmed at the way their neighbourhood is changing. Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity? —Ed Sutton	['Action', 'Drama']	['Geoffrey Wright']	['Geoffrey Wright']	['Russell Crowe', 'Daniel Pollock', 'Jacqueline McKenzie', 'Alex Scott', 'Leigh Russell', 'Dan Wyllie', 'James McKenna', 'Eric Mueck', 'Frank Magree', 'Chris McLean', 'Josephine Keen', 'Samantha Bladon', 'Tony Le Nguyen', 'John Brumpton', 'Don Bridges', 'Janei Anderson', 'Stephen Hall', 'Tri Phan']
1295	Kicked in the Head (1997)	Comedy and Drama	Matthew Harrison	Kevin Corrigan and Matthew Harrison	Kevin Corrigan, Linda Fiorentino, Michael Rapaport, Lili Taylor, James Woods, Burt Young, Olek Krupa, Nicole Baptiste, Elliot Cuker, Alan Davidson, David Deblinger, Tony Devon, Sol Frieder, Matthew Harrison, Bianca Hunter, George T. Odom, Lawton Paseka, and Gary Perez	1997	09	United States	1h 27min	R	4.5	1K	7	Redmond is on a spiritual quest in NYC. Uncle Sam gives him a bag to deliver. That and his friend Stretch bring him in the middle of shoot-outs - not good for his angst. He meets a cute stewardess.	0	1	3	3	0	5	2	Redmond is on a spiritual quest in NYC. Uncle Sam gives him a bag to deliver. That and his friend Stretch bring him in the middle of shoot-outs - not good for his angst. He meets a cute stewardess. Redmond is a young guy who can't find what to do with his life. When his uncle Sam gives him the bag to deliver to some uptown connection he fails to do so and it gets them in trouble with Jack, low-key criminal. After that tough guy Stretch wants Redmond to take part in his illegal beer business, but before Redmond gets involved, the business ends in a bad way. Redmond is also having affair with flight attendant Megan. —Anonymous	['Comedy', 'Drama']	['Matthew Harrison']	['Kevin Corrigan', 'Matthew Harrison']	['Kevin Corrigan', 'Linda Fiorentino', 'Michael Rapaport', 'Lili Taylor', 'James Woods', 'Burt Young', 'Olek Krupa', 'Nicole Baptiste', 'Elliot Cuker', 'Alan Davidson', 'David Deblinger', 'Tony Devon', 'Sol Frieder', 'Matthew Harrison', 'Bianca Hunter', 'George T. Odom', 'Lawton Paseka', 'Gary Perez']
