movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date,country,storyline,genre
"[4, 14]",487,Roman Holiday (1953),"['https://m.media-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,1,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX285_CR0,2,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX380_CR0,2,380,562_.jpg']",http://www.imdb.com/title/tt0046250/?ref_=fn_al_tt_1,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,8.0,134K,['William Wyler'],"['Dalton Trumbo', 'Ian McLellan Hunter', 'John Dighton']","['Gregory Peck', 'Audrey Hepburn', 'Eddie Albert', 'Hartley Power', 'Harcourt Williams', 'Margaret Rawlings', 'Tullio Carminati', 'Paolo Carlini', 'Claudio Ermelli', 'Paola Borboni', 'Alfredo Rizzo', 'Laura Solari', 'Gorella Gori', 'Armando Ambrogi', 'Armando Annuale', 'Maurizio Arena', 'Silvio Bagolini', 'Ugo Ballerini']",Passed,1953,1h 58min,02-09-1953,United States,"A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome. Joe Bradley is a reporter for the American News Service in Rome, a job he doesn't much like as he would rather work for what he considers a real news agency back in the States. He is on the verge of getting fired when he, sleeping in and getting caught in a lie by his boss Hennessy, misses an interview with HRH Princess Ann, who is on a goodwill tour of Europe, Rome only her latest stop. However, he thinks he may have stumbled upon a huge scoop. Princess Ann has officially called off all her Rome engagements due to illness. In reality, he recognizes the photograph of her as being the young well but simply dressed drunk woman he rescued off the street last night (as he didn't want to turn her into the police for being a vagrant), and who is still in his small studio apartment sleeping off her hangover. What Joe doesn't know is that she is really sleeping off the effects of a sedative given to her by her doctor to calm her down after an anxiety attack, that anxiety because she hates her regimented life where she has no freedom and must always do and say the politically correct things, not what is truly on her mind or in her heart. In wanting just a little freedom, she seized upon a chance opportunity to escape from the royal palace where she was staying, albeit with no money in her pockets. Joe believes he can get an exclusive interview with her without she even knowing that he's a reporter or that he's interviewing her. As Joe accompanies ""Anya Smith"" - her name as she tells him in trying to hide her true identity - around Rome on her incognito day of freedom somewhat unaware that the secret service is searching for her, along for the ride is Joe's photographer friend, Irving Radovich, who Joe has tasked with clandestinely taking photographs of her, those photos to accompany the story. As the day progresses, Joe and Ann slowly start to fall for each other. Their feelings for each other affect what both decide to do, Ann with regard to her royal duties, Joe with regard to the story, and both with regard to if there is a future for them together.","[""Children's"", 'Romance']"
[7],927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)","['https://m.media-amazon.com/images/M/MV5BMDAxNjM0ZDQtZGNlYy00YTc1LTk3MzItMmVlNTFiMGNiMDkxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR4,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMDAxNjM0ZDQtZGNlYy00YTc1LTk3MzItMmVlNTFiMGNiMDkxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY422_CR5,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMDAxNjM0ZDQtZGNlYy00YTc1LTk3MzItMmVlNTFiMGNiMDkxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY562_CR7,0,380,562_.jpg']",http://www.imdb.com/title/tt0113083/?ref_=fn_al_tt_1,"Leo writes trashy romance novels under a pseudonym but as she struggles in her relationship with her husband, she finds her output becoming darker.",7.0,11K,['Pedro Almodóvar'],"['Pedro Almodóvar', 'Dorothy Parker']","['Marisa Paredes', 'Juan Echanove', 'Carme Elias', 'Rossy de Palma', 'Chus Lampreave', 'Kiti Mánver', 'Joaquín Cortés', 'Manuela Vargas', 'Imanol Arias', 'Gloria Muñoz', 'Juan José Otegui', 'Nancho Novo', 'Jordi Mollà', 'Alicia Agut', 'Marisol Muriel', 'Teresa Ibáñez', 'José Palau', 'Abraham García']",R,1995,1h 43min,26-01-1996,United Kingdom,"Leo writes trashy romance novels under a pseudonym but as she struggles in her relationship with her husband, she finds her output becoming darker. Leo Macias writes sentimental novels with great success but hidden under a pseudonym, Amanda Gris. She is unhappy with her professional life and with her husband, a soldier working in Brussels and Bosnia that is never at home. She will try anything to change her life. —Miguel A. Andrade",['Documentary']
"[0, 1, 15]",897,Time Tracers (1995),"['https://m.media-amazon.com/images/M/MV5BMjhkMzQ0YTgtNjA0Mi00NDgwLTg5M2ItNGUwMjFmOWY0ZjUwXkEyXkFqcGdeQXVyMTY1ODc1MjE@._V1_QL75_UX190_CR0,26,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMjhkMzQ0YTgtNjA0Mi00NDgwLTg5M2ItNGUwMjFmOWY0ZjUwXkEyXkFqcGdeQXVyMTY1ODc1MjE@._V1_QL75_UX285_CR0,39,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMjhkMzQ0YTgtNjA0Mi00NDgwLTg5M2ItNGUwMjFmOWY0ZjUwXkEyXkFqcGdeQXVyMTY1ODc1MjE@._V1_QL75_UX380_CR0,52,380,562_.jpg']",http://www.imdb.com/title/tt0128755/?ref_=fn_al_tt_1,"When the discovery of a five-thousand year old artifact of a humanoid reptile leads an investigative reporter to the Kronos Project, he uncovers an experimental device created to send humans through time, controlled by a ruthless multi-billionaire. As the Kronos experiment progresses through the Civil War era to the Jurassic age, high-tech sabotage and deceit ensue, resulting in devastating events that lead to a ripple in time, a paradox, that if not contained could change the entire course of evolution and destroy the universe as we know it.",4.6,64,['Bret McCormick'],['Ted Newsom'],"['Rocky Patterson', 'TJ Myers', 'Tyler Mason', 'Dorenda Moore', 'Jeffrey Combs', 'Kristoffer Kjornes', 'James Michael Taylor', 'Mark Nutter', 'Christopher Heldman', 'Veronica Culver', 'Barri Murphy', 'Gordon Fox', 'Taylor Anderson', 'John Hurley', 'Carroll Land', 'Robert Stone', 'Andrea Stevens', 'Josh McCormick']",,1997,1h 41min,16-12-1997,United States,"When the discovery of a five-thousand year old artifact of a humanoid reptile leads an investigative reporter to the Kronos Project, he uncovers an experimental device created to send humans through time, controlled by a ruthless multi-billionaire. As the Kronos experiment progresses through the Civil War era to the Jurassic age, high-tech sabotage and deceit ensue, resulting in devastating events that lead to a ripple in time, a paradox, that if not contained could change the entire course of evolution and destroy the universe as we know it. When the discovery of a five-thousand year old artifact of a humanoid reptile leads an investigative reporter to the Kronos Project, he uncovers an experimental device created to send humans through time, controlled by a ruthless multi-billionaire. As the Kronos experiment progresses through the Civil War era to the Jurassic age, high-tech sabotage and deceit ensue, resulting in devastating events that lead to a ripple in time, a paradox, that if not contained could change the entire course of evolution and destroy the universe as we know it. —Anonymous","['unknown', 'Action', 'Sci-Fi']"
"[3, 4]",843,"Shaggy Dog, The (1959)","['https://m.media-amazon.com/images/M/MV5BODVhNGI2ZDMtMTAxMy00ZjhkLTk5ODEtYmE5YTU2YTA5NzY5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX380_CR0,36,380,214_.jpg', 'https://m.media-amazon.com/images/M/MV5BODVhNGI2ZDMtMTAxMy00ZjhkLTk5ODEtYmE5YTU2YTA5NzY5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX570_CR0,53,570,321_.jpg', 'https://m.media-amazon.com/images/M/MV5BODVhNGI2ZDMtMTAxMy00ZjhkLTk5ODEtYmE5YTU2YTA5NzY5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX760_CR0,71,760,428_.jpg']",http://www.imdb.com/title/tt2132787/?ref_=fn_al_tt_1,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",,,['nan'],['nan'],['nan'],,,,31-12-2006,Turkey,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.","['Animation', ""Children's""]"
[4],368,Bio-Dome (1996),"['https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,1,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg']",http://www.imdb.com/title/tt0115683/?ref_=fn_al_tt_1,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",4.5,27K,['Jason Bloom'],"['Adam Leff', 'Mitchell Peck', 'Jason Blumenthal']","['Pauly Shore', 'Stephen Baldwin', 'William Atherton', 'Denise Dowse', 'Dara Tomanovich', 'Kevin West', 'Kylie Minogue', 'Joey Lauren Adams', 'Teresa Hill', 'Patricia Hearst', 'Robbie Thibaut Jr.', 'Adam Weisman', 'Henry Gibson', 'Brian Hayes Currie', 'Courtney Mizel', 'Butch McCain', 'Taylor Negron', 'Roger Clinton']",PG-13,1996,1h 28min,12-01-1996,United States,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year. Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves. The two must then learn how to protect the Earth and help the scientists complete their mission. —Anonymous","[""Children's""]"
[19],1247,Bad Girls (1994),"['https://m.media-amazon.com/images/M/MV5BMDNiZjUyOTQtODFlYS00OTA1LWExMDctYTUwNDY5MDIwYmI1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR0,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMDNiZjUyOTQtODFlYS00OTA1LWExMDctYTUwNDY5MDIwYmI1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY422_CR0,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMDNiZjUyOTQtODFlYS00OTA1LWExMDctYTUwNDY5MDIwYmI1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY562_CR0,0,380,562_.jpg']",http://www.imdb.com/title/tt0109198/?ref_=fn_al_tt_1,Four prostitutes join together to travel the Old West.,5.2,12K,['Jonathan Kaplan'],"['Albert S. Ruddy', 'Charles Finch', 'Gray Frederickson']","['Madeleine Stowe', 'Mary Stuart Masterson', 'Andie MacDowell', 'Drew Barrymore', 'James Russo', 'James Le Gros', 'Robert Loggia', 'Dermot Mulroney', 'Jim Beaver', 'Nick Chinlund', 'Neil Summers', 'Daniel OHaco', 'Richard Reyes', 'Alex Kubik', 'Will MacMillan', 'Harry Northup', 'Don Hood', 'Donald L. Montoya']",R,1994,1h 39min,01-07-1994,United Kingdom,"Four prostitutes join together to travel the Old West. When saloon prostitute Cody Zamora rescues her friend Anita from an abusive customer by killing him, she is sentenced to hang. However, Anita and their two friends Eileen and Lilly rescue Cody and the four make a run for Texas, pursued by Graves and O'Brady, two Pinkerton detectives hired to track them. When Cody withdraws her savings from a Texas bank, the women believe they can now start a new life in Oregon. But Cody's old partner Kid Jarrett takes Cody's money when his gang robs the bank, and so the four so-called ""Honky-Tonk Harlots"" set out to recover the money, with the Pinkertons hot on their trail. —Jim Beaver",[]
[4],25,"Birdcage, The (1996)","['https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_QL75_UX285_CR0,3,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_QL75_UX380_CR0,4,380,562_.jpg']",http://www.imdb.com/title/tt0115685/?ref_=fn_al_tt_1,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,7.1,85K,['Mike Nichols'],"['Jean Poiret', 'Francis Veber', 'Édouard Molinaro']","['Robin Williams', 'Nathan Lane', 'Gene Hackman', 'Dianne Wiest', 'Dan Futterman', 'Calista Flockhart', 'Hank Azaria', 'Christine Baranski', 'Tom McGowan', 'Grant Heslov', 'Kirby Mitchell', 'James Lally', 'Luca Tommassini', 'Luis Camacho', 'André Fuentes', 'Tony Gonzalez', 'Dante Henderson', 'Scott Kaske']",R,1996,1h 57min,26-04-1996,United Kingdom,"A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents. Armand Goldman owns a popular drag nightclub in South Miami Beach. His long-time lover, Albert, stars there as Starina. ""Their"" son Val (actually Armand's by his one heterosexual fling 20 years before) comes home to announce his engagement to Barbara Keeley, daughter of Kevin Keeley, U.S. Senator and co-founder of the Committee for Moral Order. The senator and family descend upon South Beach to meet Val, his father and ""mother."" What ensues is comic chaos. —Randy Goldberg","[""Children's""]"
"[4, 15]",109,Mystery Science Theater 3000: The Movie (1996),"['https://m.media-amazon.com/images/M/MV5BYzNmN2UzNTAtNmZkMS00MmI3LThhNzEtNjI1YjJlN2JiZjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BYzNmN2UzNTAtNmZkMS00MmI3LThhNzEtNjI1YjJlN2JiZjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,1,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BYzNmN2UzNTAtNmZkMS00MmI3LThhNzEtNjI1YjJlN2JiZjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg']",http://www.imdb.com/title/tt0117128/?ref_=fn_al_tt_1,Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).,7.3,18K,['Jim Mallon'],"['Michael J. Nelson', 'Trace Beaulieu', 'Jim Mallon']","['Trace Beaulieu', 'Michael J. Nelson', 'Jim Mallon', 'Kevin Murphy', 'John Brady', 'Faith Domergue', 'Lance Fuller', 'Russell Johnson', 'Robert Nichols', 'Regis Parton', 'Rex Reason']",PG-13,1996,1h 13min,16-08-1996,United Kingdom,"Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955). The mad and evil scientist, Dr. Clayton Forrester, has created an evil little scheme that is bound to give him world global domination but first thing's first. He plans to torment Mike Nelson and the robots by sending them a real stinker of a film to watch called, ""This Island Earth."" He is convinced that this movie will drive them insane. And since the guys cannot control when the movie begins or ends, they are forced to witness the true horror that is this awful movie that has a lobster creature dressed in slacks. But will this be the ultimate cheese that breaks the boys' spirits? It's up to one test subject's quick wit, sharp sense of humor, and utter intolerance for cinematic garbage to foil the plans of the scientist and to save the Earth. —Anthony Pereyra {hypersonic91@yahoo.com}","[""Children's"", 'Sci-Fi']"
[4],1092,Dear God (1996),"['https://m.media-amazon.com/images/M/MV5BZmVhYTk1MWEtOTZkYS00YWJmLWJlZTctNDIzN2JjODMyYmMyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZmVhYTk1MWEtOTZkYS00YWJmLWJlZTctNDIzN2JjODMyYmMyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX285_CR0,1,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZmVhYTk1MWEtOTZkYS00YWJmLWJlZTctNDIzN2JjODMyYmMyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX380_CR0,1,380,562_.jpg']",http://www.imdb.com/title/tt0116059/?ref_=fn_al_tt_1,"When letters written to God start getting results, and replies, people everywhere are amazed. The post office, however, is annoyed.",5.5,3.9K,['Garry Marshall'],"['Warren Leight', 'Ed Kaplan']","['Greg Kinnear', 'Laurie Metcalf', 'Maria Pitillo', 'Tim Conway', 'Hector Elizondo', 'Jon Seda', 'Roscoe Lee Browne', 'Anna Maria Horsford', 'Kathleen Marshall', 'Isadora OBoto', 'Felix Pire', 'Donal Logue', 'Sam McMurray', 'Nancy Marchand', 'Larry Miller', 'Rue McClanahan', 'Jack Sheldon', 'Coolio']",PG,1996,1h 52min,01-11-1996,United States,"When letters written to God start getting results, and replies, people everywhere are amazed. The post office, however, is annoyed. Tom Turner is a con man, defrauding people from their money with a variety of two-bit hustles. One night he makes the mistake of attempting to hustle some undercover cops, and finds himself in court faced with the dilemma of either going to jail or getting a real job. Choosing to stay out of jail, he gets a job at the post office working in their Dead Letter Office helping to sort Dead Letters (i.e. mail which, for whatever reason, can't be delivered). Some of the mail he receives can't be delivered because it's addressed to God, and he accidentally answers (sending them money in the process). This starts the ball rolling as more of his co-workers get in on the idea of helping people by answering ""God"" mail. —Afterburner","[""Children's""]"
[19],922,Dead Man (1995),"['https://m.media-amazon.com/images/M/MV5BYTJlZmQ1OTAtODQzZi00NGIzLWI1MmEtZGE4NjFlOWRhODIyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UY281_CR3,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BYTJlZmQ1OTAtODQzZi00NGIzLWI1MmEtZGE4NjFlOWRhODIyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UY422_CR5,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BYTJlZmQ1OTAtODQzZi00NGIzLWI1MmEtZGE4NjFlOWRhODIyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UY562_CR7,0,380,562_.jpg']",http://www.imdb.com/title/tt0112817/?ref_=fn_al_tt_1,"On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",7.6,94K,['Jim Jarmusch'],['Jim Jarmusch'],"['Johnny Depp', 'Gary Farmer', 'Crispin Glover', 'Lance Henriksen', 'Michael Wincott', 'Eugene Byrd', 'John Hurt', 'Robert Mitchum', 'Iggy Pop', 'Gabriel Byrne', 'Jared Harris', 'Mili Avital', 'Jimmie Ray Weeks', 'Mark Bringelson', 'John North', 'Peter Schrum', 'Mike Dawson', 'Billy Bob Thornton']",R,1995,2h 1min,05-07-1996,United Kingdom,"On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world. In the late-1800s, the meek accountant from Cleveland, William Blake, spends the last of his already meagre savings to get to the frontier community of Machine where a job awaits him. Eager to make a fresh start, Blake arrives at his destination, only to discover that the position no longer exists. Gravely wounded and on the run from a relentless trio of bounty hunters after a deadly shoot-out, William flees the inhospitable industrial town and has a chance encounter with the enigmatic Native American spirit-guide named ""Nobody"", who believes Blake is the reincarnation of the visionary English poet, William Blake. Now, before the endless American wilderness, the two companions embark on a peril-laden odyssey of mysticism, transformation, and spirituality, until William crosses over into the spirit world. What lies on the other side? —Nick Riganas",[]
"[4, 14]",783,Milk Money (1994),"['https://m.media-amazon.com/images/M/MV5BM2RkZGUwMGQtOWU3OS00NDM5LWI2NTctNTNkY2VhMGFkMDBiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BM2RkZGUwMGQtOWU3OS00NDM5LWI2NTctNTNkY2VhMGFkMDBiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX285_CR0,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BM2RkZGUwMGQtOWU3OS00NDM5LWI2NTctNTNkY2VhMGFkMDBiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,0,380,562_.jpg']",http://www.imdb.com/title/tt0110516/?ref_=fn_al_tt_1,"A group of young boys befriend a prostitute named, V.",5.6,12K,['Richard Benjamin'],['John Mattson'],"['Melanie Griffith', 'Ed Harris', 'Michael Patrick Carter', 'Malcolm McDowell', 'Anne Heche', 'Casey Siemaszko', 'Philip Bosco', 'Brian Christopher', 'Adam LaVorgna', 'Kevin Scannell', 'Jessica Wesson', 'Amanda Sharkey', 'Margaret Nagle', 'Katie Powell', 'Tom Coop', 'Greg Procaccino', 'Andrea Afanador', 'John Alvin']",PG-13,1994,1h 50min,05-05-1995,United Kingdom,"A group of young boys befriend a prostitute named, V. Young Frank and his pals get an idea for the ultimate in excitement. They decide to pool their savings, bicycle to the nearby Big City, and hire some woman of the streets to strip for them. Things do not work out that simply, but they do meet V, a Hooker With A Heart Of Gold, who ends up giving them a ride home. Soon she is living in Frank's treehouse, unbeknownst to Frank's widowed father Tom, who thinks she is one of Frank's teachers. Soon, however, the evil Waltzer comes looking for V. —Reid Gagle","[""Children's"", 'Romance']"
"[4, 7]",45,Eat Drink Man Woman (1994),"['https://m.media-amazon.com/images/M/MV5BMGEyNDI0OGQtMjY3Yi00NGU5LWFiNTQtNWMyZmJmNDAzMDMwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMGEyNDI0OGQtMjY3Yi00NGU5LWFiNTQtNWMyZmJmNDAzMDMwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX285_CR0,4,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMGEyNDI0OGQtMjY3Yi00NGU5LWFiNTQtNWMyZmJmNDAzMDMwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX380_CR0,4,380,562_.jpg']",http://www.imdb.com/title/tt0111797/?ref_=fn_al_tt_1,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,7.8,20K,['Ang Lee'],"['Ang Lee', 'James Schamus', 'Hui-Ling Wang']","['Sihung Lung', 'Kuei-Mei Yang', 'Yu-Wen Wang', 'Chien-Lien Wu', 'Sylvia Chang', 'Winston Chao', 'Chao-jung Chen', 'Chit-Man Chan', 'Yu Chen', 'Ah-Lei Gua', 'Chi-Der Hong', 'Gin-Ming Hsu', 'Huel-Yi Lin', 'Shih-Jay Lin', 'Chin-Cheng Lu', 'Cho-Gin Nei', 'Yu-Chien Tang', 'Chung Ting']",Not Rated,1994,2h 4min,13-01-1995,United Kingdom,"A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members. Eat Drink Man Woman is a classic tale of simmering frustrations and relationship woes as semi-retired Master Chef Chu shares his culinary skills and tends to his three unmarried daughters' respective emotional journeys. Jia-Jen is a chemistry teacher, Jia-Chien an airline executive and Jia-Ning works at a fast-food establishment. Together they help prepare and eat a sumptuously elaborate dinner each Sunday, a family tradition which allows for considerable insight into their lives and fuels the fire for each daughter to deal with the turmoil of new romantic challenges.","[""Children's"", 'Documentary']"
[19],589,"Wild Bunch, The (1969)","['https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,4,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX285_CR0,7,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX380_CR0,9,380,562_.jpg']",http://www.imdb.com/title/tt0065214/?ref_=fn_al_tt_1,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",7.9,82K,['Sam Peckinpah'],"['Walon Green', 'Sam Peckinpah', 'Roy N. Sickner']","['William Holden', 'Ernest Borgnine', 'Robert Ryan', 'Edmond OBrien', 'Warren Oates', 'Jaime Sánchez', 'Ben Johnson', 'Emilio Fernández', 'Strother Martin', 'L.Q. Jones', 'Albert Dekker', 'Bo Hopkins', 'Dub Taylor', 'Paul Harper', 'Jorge Russek', 'Alfonso Arau', 'Chano Urueta', 'Elsa Cárdenas']",R,1969,2h 15min,22-08-1969,United Kingdom,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them. It's 1913, and the ""traditional"" American West is dying. Amongst the inhabitants of this dying era are a gang known as ""the wild bunch."" After a failed railroad office robbery, the gang heads to Mexico to do one last job. Seeing their times and lives drifting away in the 20th century, the gang takes the job and ends up in a brutally violent last stand against their enemies deemed to be corrupt, in a small Mexican town ruled by a ruthless general. —blazesnakes9",[]
[14],1612,"Leading Man, The (1996)","['https://m.media-amazon.com/images/M/MV5BODVhNGI2ZDMtMTAxMy00ZjhkLTk5ODEtYmE5YTU2YTA5NzY5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX380_CR0,36,380,214_.jpg', 'https://m.media-amazon.com/images/M/MV5BODVhNGI2ZDMtMTAxMy00ZjhkLTk5ODEtYmE5YTU2YTA5NzY5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX570_CR0,53,570,321_.jpg', 'https://m.media-amazon.com/images/M/MV5BODVhNGI2ZDMtMTAxMy00ZjhkLTk5ODEtYmE5YTU2YTA5NzY5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX760_CR0,71,760,428_.jpg']",http://www.imdb.com/title/tt4505598/?ref_=fn_al_tt_1,"To bride Kiara, the only opinion that matters is her grandfathers. But when Kiara falls for a dress over budget, she may risk leaving the salon empty handed. Strength competitor Talia struggles to find a dress that pleases both her vision and her fiancés.",,,['nan'],['nan'],['nan'],TV-PG,"Episode aired Feb 6, 2015",21min,06-02-2015,United States,"To bride Kiara, the only opinion that matters is her grandfathers. But when Kiara falls for a dress over budget, she may risk leaving the salon empty handed. Strength competitor Talia struggles to find a dress that pleases both her vision and her fiancés.",['Romance']
